,cocacola,logistic_water,logistic_soda,case
01R71094173,True,True,False,Case 1
01R71094175,True,True,False,Case 1
01R71094176,True,False,True,Case 1
01R71094178,True,False,True,Case 1
01R71094179,True,False,True,Case 1
01R71094180,True,False,True,Case 1
01R71094181,True,False,True,Case 1
01R71094183,True,False,True,Case 1
01R71094184,True,False,True,Case 1
01R71094186,True,False,True,Case 1
01R71094191,True,True,False,Case 1
01R71094193,True,True,False,Case 1
01R71094194,True,False,True,Case 1
01R71094195,True,True,False,Case 1
01R71094196,True,False,True,Case 1
01R71094197,True,False,True,Case 1
01R71094198,True,True,False,Case 1
01R71094199,True,True,False,Case 1
01R71094200,True,False,True,Case 1
01R71094202,True,True,False,Case 1
01R71094211,True,True,False,Case 1
01R71094212,True,True,False,Case 1
01R71094213,True,True,False,Case 1
01R71094214,True,True,False,Case 1
01R71094215,True,True,False,Case 1
01R71094217,True,False,True,Case 1
01R71094218,True,False,True,Case 1
01R71094237,True,False,True,Case 1
01R71094243,True,True,False,Case 1
01R71094244,True,True,False,Case 1
01R71094245,True,False,True,Case 1
01R71094246,True,True,False,Case 1
01R71094247,True,True,False,Case 1
01R71094248,True,True,False,Case 1
01R71094252,True,True,False,Case 1
01R71094255,True,True,False,Case 1
01R71094259,True,True,False,Case 1
01R71094261,True,True,False,Case 1
01R71094263,True,False,True,Case 1
01R71094264,True,True,False,Case 1
01R71094266,True,False,True,Case 1
01R71094267,True,True,False,Case 1
01R71094268,True,False,True,Case 1
01R71094271,True,False,True,Case 1
01R71094274,True,True,False,Case 1
01R71094275,True,False,True,Case 1
01R71094276,True,True,False,Case 1
01R71094279,True,False,True,Case 1
01R71094280,True,True,False,Case 1
01R71094281,True,False,True,Case 1
01R71094282,True,True,False,Case 1
01R71094283,True,True,False,Case 1
01R71094284,True,False,True,Case 1
01R71094285,True,True,False,Case 1
01R71094286,True,True,False,Case 1
01R71094288,True,True,False,Case 1
01R71094290,True,True,False,Case 1
01R71094292,True,True,False,Case 1
01R71094293,True,False,True,Case 1
01R71094294,True,True,False,Case 1
01R71094295,True,False,True,Case 1
01R71094298,True,True,False,Case 1
01R71094300,True,True,False,Case 1
01R71094302,True,False,True,Case 1
01R71094304,True,False,True,Case 1
01R71094306,True,False,True,Case 1
01R71094309,True,True,False,Case 1
01R71094310,True,True,False,Case 1
01R71094311,True,True,False,Case 1
01R71094315,True,False,True,Case 1
01R71094316,True,True,False,Case 1
01R71094317,True,False,True,Case 1
01R71094318,True,True,False,Case 1
01R71094319,True,False,True,Case 1
01R71094320,True,False,True,Case 1
01R71094321,True,True,False,Case 1
01R71094322,True,True,False,Case 1
01R71094323,True,True,False,Case 1
01R71094324,True,True,False,Case 1
01R71094328,True,False,True,Case 1
01R71094329,True,True,False,Case 1
01R71094331,True,False,True,Case 1
01R71094337,True,True,False,Case 1
01R71094338,True,True,False,Case 1
01R71094339,True,True,False,Case 1
01R71094341,True,False,True,Case 1
01R71094342,True,False,True,Case 1
01R71094343,True,False,True,Case 1
01R71094344,True,False,True,Case 1
01R71094345,True,False,True,Case 1
01R71094346,True,True,False,Case 1
01R71094368,True,True,False,Case 1
01R71094370,True,False,True,Case 1
01R71094371,True,True,False,Case 1
01R71094375,True,True,False,Case 1
01R71094377,True,True,False,Case 1
01R71094381,True,True,False,Case 1
01R71094382,True,True,False,Case 1
01R71094383,True,True,False,Case 1
01R71094384,True,False,True,Case 1
01R71094387,True,True,False,Case 1
01R71094389,True,False,False,Case 2
01R71094391,True,True,False,Case 1
01R71094392,True,True,False,Case 1
01R71094393,True,True,False,Case 1
01R71094394,True,False,True,Case 1
01R71094395,True,True,False,Case 1
01R71094397,True,True,False,Case 1
01R71094398,True,True,False,Case 1
01R71094400,True,True,False,Case 1
01R71094401,True,True,False,Case 1
01R71094403,True,False,True,Case 1
01R71094405,True,False,True,Case 1
01R71094407,True,False,True,Case 1
01R71094409,True,False,True,Case 1
01R71094410,True,False,True,Case 1
01R71094411,True,True,False,Case 1
01R71094413,True,False,True,Case 1
01R71094414,True,False,True,Case 1
01R71094417,True,True,False,Case 1
01R71094418,True,False,True,Case 1
01R71094419,True,False,True,Case 1
01R71094420,True,False,True,Case 1
01R71094421,True,False,True,Case 1
01R71094422,True,True,False,Case 1
01R71094424,True,True,False,Case 1
01R71094427,True,False,True,Case 1
01R71094429,True,False,True,Case 1
01R71094430,True,False,True,Case 1
01R71094432,True,False,True,Case 1
01R71094435,True,False,True,Case 1
01R71094436,True,True,False,Case 1
01R71094438,True,True,False,Case 1
01R71094439,True,False,True,Case 1
01R71094441,True,True,False,Case 1
01R71094442,True,True,False,Case 1
01R71094443,True,False,True,Case 1
01R71094466,True,False,True,Case 1
01R71094470,True,True,False,Case 1
01R71094471,True,True,False,Case 1
01R71094474,True,True,False,Case 1
01R71094477,True,True,False,Case 1
01R71094480,True,True,False,Case 1
01R71094481,True,True,False,Case 1
01R71094484,True,True,False,Case 1
01R71094490,True,True,False,Case 1
01R71094491,True,False,True,Case 1
01R71094492,True,True,False,Case 1
01R71094493,True,False,True,Case 1
01R71094494,True,False,True,Case 1
01R71094497,True,True,False,Case 1
01R71094498,True,True,False,Case 1
01R71094499,True,True,False,Case 1
01R71094500,True,False,True,Case 1
01R71094501,True,True,False,Case 1
01R71094503,True,True,False,Case 1
01R71094504,True,True,False,Case 1
01R71094505,True,True,False,Case 1
01R71094507,True,False,True,Case 1
01R71094508,True,False,True,Case 1
01R71094509,True,False,True,Case 1
01R71094510,True,False,True,Case 1
01R71094512,True,False,True,Case 1
01R71094516,True,False,True,Case 1
01R71094517,True,True,False,Case 1
01R71094519,True,False,False,Case 2
01R71094521,True,True,False,Case 1
01R71094522,True,False,True,Case 1
01R71094524,True,True,False,Case 1
01R71094525,True,False,True,Case 1
01R71094528,True,False,True,Case 1
01R71094529,True,False,True,Case 1
01R71094532,True,True,False,Case 1
01R71094533,True,False,True,Case 1
01R71094537,True,False,True,Case 1
01R71094538,True,True,False,Case 1
01R71094540,True,False,True,Case 1
01R71094561,True,False,True,Case 1
01R71094565,True,False,False,Case 2
01R71094571,True,True,False,Case 1
01R71094573,True,True,False,Case 1
01R71094579,True,True,False,Case 1
01R71094581,True,True,False,Case 1
01R71094584,True,True,False,Case 1
01R71094586,True,False,True,Case 1
01R71094587,True,False,True,Case 1
01R71094590,True,True,False,Case 1
01R71094595,True,True,False,Case 1
01R71094596,True,False,True,Case 1
01R71094597,True,True,False,Case 1
01R71094598,True,True,False,Case 1
01R71094599,True,True,False,Case 1
01R71094600,True,True,False,Case 1
01R71094601,True,False,True,Case 1
01R71094602,True,True,False,Case 1
01R71094603,True,True,False,Case 1
01R71094605,True,True,False,Case 1
01R71094608,True,False,True,Case 1
01R71094610,True,False,True,Case 1
01R71094611,True,False,True,Case 1
01R71094614,True,False,True,Case 1
01R71094615,True,False,True,Case 1
01R71094616,True,True,False,Case 1
01R71094617,True,False,True,Case 1
01R71094621,True,True,False,Case 1
01R71094622,True,True,False,Case 1
01R71094623,True,True,False,Case 1
01R71094625,True,True,False,Case 1
01R71094630,True,True,False,Case 1
01R71094631,True,True,False,Case 1
01R71094633,True,True,False,Case 1
01R71094636,True,False,True,Case 1
01R71094637,True,False,True,Case 1
01R71094638,True,False,True,Case 1
01R71094640,True,False,True,Case 1
01R71094642,True,True,False,Case 1
01R71094643,True,True,False,Case 1
01R71094652,True,False,True,Case 1
01R71094666,True,False,True,Case 1
01R71094671,True,True,False,Case 1
01R71094672,True,True,False,Case 1
01R71094673,True,True,False,Case 1
01R71094675,True,True,False,Case 1
01R71094679,True,True,False,Case 1
01R71094681,True,False,True,Case 1
01R71094683,True,True,False,Case 1
01R71094684,True,False,True,Case 1
01R71094686,True,False,True,Case 1
01R71094691,True,True,False,Case 1
01R71094693,True,True,False,Case 1
01R71094696,True,True,False,Case 1
01R71094698,True,True,False,Case 1
01R71094700,True,True,False,Case 1
01R71094701,True,True,False,Case 1
01R71094703,True,True,False,Case 1
01R71094704,True,True,False,Case 1
01R71094705,True,True,False,Case 1
01R71094707,True,True,False,Case 1
01R71094708,True,True,False,Case 1
01R71094710,True,True,False,Case 1
01R71094712,True,False,True,Case 1
01R71094714,True,False,True,Case 1
01R71094715,True,True,False,Case 1
01R71094717,True,True,False,Case 1
01R71094719,True,False,True,Case 1
01R71094720,True,False,True,Case 1
01R71094722,True,True,False,Case 1
01R71094723,True,False,True,Case 1
01R71094725,True,False,True,Case 1
01R71094727,True,True,False,Case 1
01R71094728,True,True,False,Case 1
01R71094731,True,False,True,Case 1
01R71094734,True,False,True,Case 1
01R71094735,True,True,False,Case 1
01R71094736,True,False,True,Case 1
01R71094737,True,False,True,Case 1
01R71094738,True,True,False,Case 1
01R71094740,True,False,True,Case 1
01R71094742,True,False,True,Case 1
01R71094743,True,False,True,Case 1
01R71094761,True,False,True,Case 1
01R71094763,True,False,True,Case 1
01R71094765,True,True,False,Case 1
01R71094771,True,True,False,Case 1
01R71094772,True,True,False,Case 1
01R71094776,True,True,False,Case 1
01R71094778,True,True,False,Case 1
01R71094782,True,False,True,Case 1
01R71094783,True,True,False,Case 1
01R71094784,True,True,False,Case 1
01R71094787,True,True,False,Case 1
01R71094788,True,False,True,Case 1
01R71094789,True,True,False,Case 1
01R71094792,True,False,True,Case 1
01R71094793,True,False,True,Case 1
01R71094794,True,True,False,Case 1
01R71094795,True,False,True,Case 1
01R71094796,True,True,False,Case 1
01R71094797,True,True,False,Case 1
01R71094798,True,False,True,Case 1
01R71094799,True,False,True,Case 1
01R71094800,True,True,False,Case 1
01R71094804,True,True,False,Case 1
01R71094805,True,False,False,Case 2
01R71094806,True,False,True,Case 1
01R71094807,True,True,False,Case 1
01R71094808,True,True,False,Case 1
01R71094819,True,True,False,Case 1
01R71094820,True,True,False,Case 1
01R71094821,True,True,False,Case 1
01R71094823,True,True,False,Case 1
01R71094824,True,True,False,Case 1
01R71094825,True,True,False,Case 1
01R71094826,True,True,False,Case 1
01R71094839,True,True,False,Case 1
01R71094840,True,True,False,Case 1
01R71094853,True,True,False,Case 1
01R71094855,True,False,True,Case 1
01R71094873,True,True,False,Case 1
01R71094875,True,True,False,Case 1
01R71094876,True,True,False,Case 1
01R71094882,True,True,False,Case 1
01R71094884,True,True,False,Case 1
01R71094885,True,False,True,Case 1
01R71094887,True,True,False,Case 1
01R71094888,True,True,False,Case 1
01R71094890,True,False,True,Case 1
01R71094891,True,True,False,Case 1
01R71094892,True,True,False,Case 1
01R71094896,True,True,False,Case 1
01R71094899,True,True,False,Case 1
01R71094901,True,False,True,Case 1
01R71094902,True,True,False,Case 1
01R71094903,True,True,False,Case 1
01R71094906,True,True,False,Case 1
01R71094909,True,False,True,Case 1
01R71094910,True,True,False,Case 1
01R71094911,True,True,False,Case 1
01R71094912,True,False,True,Case 1
01R71094913,True,False,False,Case 2
01R71094916,True,True,False,Case 1
01R71094917,True,False,True,Case 1
01R71094918,True,False,True,Case 1
01R71094919,True,False,True,Case 1
01R71094920,True,False,True,Case 1
01R71094921,True,False,True,Case 1
01R71094922,True,False,True,Case 1
01R71094923,True,False,True,Case 1
01R71094924,True,False,True,Case 1
01R71094925,True,False,True,Case 1
01R71094927,True,False,True,Case 1
01R71094928,True,False,True,Case 1
01R71094929,True,False,True,Case 1
01R71094930,True,False,True,Case 1
01R71094933,True,False,True,Case 1
01R71094934,True,False,True,Case 1
01R71094935,True,False,True,Case 1
01R71094966,True,False,True,Case 1
01R71094972,True,False,True,Case 1
01R71094974,True,False,True,Case 1
01R71094976,True,False,True,Case 1
01R71094979,True,False,True,Case 1
01R71094980,True,False,True,Case 1
01R71094981,True,False,False,Case 2
01R71094982,True,True,False,Case 1
01R71094984,True,True,False,Case 1
01R71094987,True,True,False,Case 1
01R71094989,True,True,False,Case 1
01R71094995,True,False,True,Case 1
01R71094996,True,False,True,Case 1
01R71095003,True,False,True,Case 1
01R71095005,True,False,True,Case 1
01R71095007,True,False,True,Case 1
01R71095008,True,True,False,Case 1
01R71095009,True,False,True,Case 1
01R71095010,True,False,True,Case 1
01R71095011,True,True,False,Case 1
01R71095034,True,True,False,Case 1
01R71095035,True,True,False,Case 1
01R71095036,True,True,False,Case 1
01R71095037,True,True,False,Case 1
01R71095039,True,True,False,Case 1
01R71095041,True,True,False,Case 1
01R71095042,True,False,True,Case 1
01R71095045,True,False,False,Case 2
01R71095046,True,False,True,Case 1
01R71095049,True,True,False,Case 1
01R71095053,True,True,False,Case 1
01R71095055,True,False,True,Case 1
01R71095056,True,True,False,Case 1
01R71095057,True,False,True,Case 1
01R71095058,True,True,False,Case 1
01R71095059,True,False,True,Case 1
01R71095060,True,True,False,Case 1
01R71095061,True,True,False,Case 1
01R71095063,True,False,False,Case 2
01R71095065,True,True,False,Case 1
01R71095066,True,True,False,Case 1
01R71095069,True,True,False,Case 1
01R71095071,True,False,True,Case 1
01R71095072,True,False,True,Case 1
01R71095074,True,True,False,Case 1
01R71095075,True,False,True,Case 1
01R71095106,True,False,True,Case 1
01R71095108,True,True,False,Case 1
01R71095110,True,True,False,Case 1
01R71095111,True,False,False,Case 2
01R71095112,True,True,False,Case 1
01R71095114,True,False,True,Case 1
01R71095115,True,False,False,Case 2
01R71095116,True,False,True,Case 1
01R71095118,True,True,False,Case 1
01R71095119,True,True,False,Case 1
01R71095121,True,True,False,Case 1
01R71095122,True,True,False,Case 1
01R71095123,True,False,True,Case 1
01R71095124,True,True,False,Case 1
01R71095127,True,False,True,Case 1
01R71095128,True,False,True,Case 1
01R71095129,True,False,True,Case 1
01R71095130,True,False,True,Case 1
01R71095152,True,True,False,Case 1
01R71095153,True,True,False,Case 1
01R71095154,True,True,False,Case 1
01R71095155,True,True,False,Case 1
01R71095157,True,True,False,Case 1
01R71095159,True,True,False,Case 1
01R71095160,True,False,True,Case 1
01R71095163,True,True,False,Case 1
01R71095166,True,True,False,Case 1
01R71095168,True,False,True,Case 1
01R71095169,True,True,False,Case 1
01R71095173,True,True,False,Case 1
01R71095174,True,False,True,Case 1
01R71095176,True,True,False,Case 1
01R71095177,True,False,True,Case 1
01R71095178,True,True,False,Case 1
01R71095180,True,False,True,Case 1
01R71095181,True,True,False,Case 1
01R71095182,True,True,False,Case 1
01R71095183,True,True,False,Case 1
01R71095185,True,True,False,Case 1
01R71095187,True,True,False,Case 1
01R71095189,True,False,True,Case 1
01R71095193,True,False,True,Case 1
01R71095194,True,False,True,Case 1
01R71095195,True,False,True,Case 1
01R71095196,True,False,True,Case 1
01R71095197,True,False,True,Case 1
01R71095201,True,True,False,Case 1
01R71095204,True,True,False,Case 1
01R71095206,True,False,True,Case 1
01R71095207,True,True,False,Case 1
01R71095208,True,True,False,Case 1
01R71095209,True,True,False,Case 1
01R71095210,True,False,True,Case 1
01R71095211,True,False,True,Case 1
01R71095212,True,True,False,Case 1
01R71095213,True,True,False,Case 1
01R71095214,True,True,False,Case 1
01R71095215,True,True,False,Case 1
01R71095218,True,False,True,Case 1
01R71095220,True,False,True,Case 1
01R71095221,True,False,True,Case 1
01R71095224,True,False,True,Case 1
01R71095225,True,False,True,Case 1
01R71095226,True,False,True,Case 1
01R71095244,True,False,True,Case 1
01R71095250,True,True,False,Case 1
01R71095251,True,True,False,Case 1
01R71095252,True,False,True,Case 1
01R71095253,True,False,True,Case 1
01R71095256,True,False,True,Case 1
01R71095259,True,True,False,Case 1
01R71095260,True,True,False,Case 1
01R71095262,True,False,True,Case 1
01R71095263,True,True,False,Case 1
01R71095265,True,True,False,Case 1
01R71095267,True,True,False,Case 1
01R71095268,True,False,True,Case 1
01R71095270,True,True,False,Case 1
01R71095271,True,False,True,Case 1
01R71095272,True,False,True,Case 1
01R71095273,True,True,False,Case 1
